Date,Product,Region,Quantity,Category,Unit_Price,Sales,Profit
2025-05-09,Monitor,North,8,Electronics,12000,96000,15121.58
2025-02-27,Mobile,South,7,Electronics,30000,210000,32631.37
2025-05-02,Laptop,South,5,Electronics,55000,275000,50148.97
2025-01-01,Laptop,West,1,Electronics,55000,55000,9929.65
2025-08-27,Printer,East,5,Office,15000,75000,16284.01
2025-10-17,Tablet,South,2,Electronics,22000,44000,7084.1
2025-04-06,Keyboard,South,5,Accessories,1500,7500,1870.06
2025-05-06,Headphones,South,5,Electronics,2500,12500,1126.38
2025-04-28,Keyboard,West,2,Accessories,1500,3000,241.62
2025-02-17,Keyboard,East,5,Accessories,1500,7500,1416.25
2025-03-30,Keyboard,North,4,Accessories,1500,6000,784.4
2025-08-25,Tablet,West,1,Electronics,22000,22000,2659.03
2025-09-29,Keyboard,West,3,Accessories,1500,4500,598.6
2025-07-08,Mouse,East,1,Accessories,800,800,98.82
2025-07-11,Tablet,East,5,Electronics,22000,110000,9375.77
2025-03-10,Mouse,West,4,Accessories,800,3200,784.51
2025-10-05,Tablet,North,7,Electronics,22000,154000,18099.12
2025-12-15,Printer,West,5,Office,15000,75000,15358.88
2025-09-04,Mobile,East,4,Electronics,30000,120000,25156.97
2025-03-17,Laptop,North,2,Electronics,55000,110000,26177.11
2025-06-03,Keyboard,East,4,Accessories,1500,6000,511.16
2025-05-24,Printer,North,2,Office,15000,30000,6847.45
2025-03-27,Mobile,South,8,Electronics,30000,240000,40710.83
2025-07-04,Laptop,East,3,Electronics,55000,165000,30942.86
2025-10-12,Monitor,East,9,Electronics,12000,108000,20472.47
2025-08-08,Headphones,West,4,Electronics,2500,10000,2193.66
2025-03-10,Mouse,East,6,Accessories,800,4800,656.06
2025-02-16,Monitor,East,5,Electronics,12000,60000,12277.12
2025-04-04,Tablet,South,1,Electronics,22000,22000,3736.88
2025-08-26,Laptop,East,9,Electronics,55000,495000,106364.11
2025-07-23,Monitor,South,1,Electronics,12000,12000,2980.71
2025-08-06,Headphones,South,8,Electronics,2500,20000,2282.21
2025-12-07,Printer,South,9,Office,15000,135000,33627.19
2025-02-08,Laptop,South,9,Electronics,55000,495000,47157.69
2025-04-10,Monitor,North,1,Electronics,12000,12000,964.73
2025-10-16,Mouse,West,2,Accessories,800,1600,140.01
2025-09-11,Mouse,North,1,Accessories,800,800,110.48
2025-08-10,Mobile,East,2,Electronics,30000,60000,11255.64
2025-12-23,Monitor,North,8,Electronics,12000,96000,8806.56
2025-01-23,Keyboard,North,5,Accessories,1500,7500,607.22
2025-09-07,Monitor,East,7,Electronics,12000,84000,20101.66
2025-01-10,Printer,East,2,Office,15000,30000,6591.83
2025-09-03,Laptop,East,8,Electronics,55000,440000,95726.9
2025-11-21,Laptop,North,6,Electronics,55000,330000,76016.2
2025-04-10,Printer,North,8,Office,15000,120000,23880.7
2025-10-17,Monitor,East,1,Electronics,12000,12000,1172.98
2025-06-29,Printer,West,1,Office,15000,15000,2217.71
2025-08-11,Headphones,West,7,Electronics,2500,17500,3551.37
2025-09-07,Tablet,South,8,Electronics,22000,176000,22467.61
2025-05-27,Printer,East,3,Office,15000,45000,8858.66
2025-04-06,Mouse,South,5,Accessories,800,4000,336.66
2025-09-14,Printer,West,1,Office,15000,15000,1980.65
2025-11-21,Laptop,South,7,Electronics,55000,385000,66740.58
2025-01-04,Mouse,East,5,Accessories,800,4000,749.82
2025-01-16,Laptop,East,8,Electronics,55000,440000,78362.64
2025-10-07,Mobile,East,8,Electronics,30000,240000,47668.46
2025-12-02,Keyboard,North,9,Accessories,1500,13500,1093.97
2025-09-04,Laptop,South,7,Electronics,55000,385000,37406.6
2025-09-15,Mouse,West,1,Accessories,800,800,182.18
2025-06-09,Mobile,West,3,Electronics,30000,90000,17630.75
2025-12-06,Laptop,West,8,Electronics,55000,440000,43647.29
2025-06-01,Headphones,North,3,Electronics,2500,7500,1673.64
2025-06-27,Printer,North,8,Office,15000,120000,14541.52
2025-06-12,Keyboard,East,1,Accessories,1500,1500,241.96
2025-02-02,Laptop,West,5,Electronics,55000,275000,28787.94
2025-06-28,Mobile,North,4,Electronics,30000,120000,24086.25
2025-04-11,Headphones,East,5,Electronics,2500,12500,2417.07
2025-09-25,Monitor,West,8,Electronics,12000,96000,11125.36
2025-11-19,Mobile,South,4,Electronics,30000,120000,27213.38
2025-03-06,Printer,East,4,Office,15000,60000,8893.32
2025-06-17,Mobile,North,3,Electronics,30000,90000,11675.48
2025-11-26,Headphones,North,7,Electronics,2500,17500,1853.18
2025-02-12,Mobile,East,3,Electronics,30000,90000,11272.37
2025-02-13,Headphones,East,3,Electronics,2500,7500,628.08
2025-10-12,Laptop,North,5,Electronics,55000,275000,49267.29
2025-01-12,Tablet,South,5,Electronics,22000,110000,24549.71
2025-04-05,Headphones,West,6,Electronics,2500,15000,2599.9
2025-10-29,Headphones,South,8,Electronics,2500,20000,2345.53
2025-09-10,Keyboard,East,6,Accessories,1500,9000,771.51
2025-08-30,Headphones,South,1,Electronics,2500,2500,291.22
2025-02-04,Headphones,North,8,Electronics,2500,20000,3014.81
2025-08-03,Monitor,East,8,Electronics,12000,96000,20076.86
2025-12-03,Tablet,West,9,Electronics,22000,198000,22162.79
2025-03-31,Laptop,North,9,Electronics,55000,495000,100170.45
2025-09-21,Printer,North,2,Office,15000,30000,6821.36
2025-04-03,Keyboard,West,2,Accessories,1500,3000,471.51
2025-03-31,Monitor,West,3,Electronics,12000,36000,7907.16
2025-04-25,Mouse,South,1,Accessories,800,800,139.43
2025-04-15,Tablet,East,4,Electronics,22000,88000,16570.88
2025-07-15,Laptop,West,4,Electronics,55000,220000,37282.81
2025-11-10,Laptop,West,9,Electronics,55000,495000,78575.98
2025-04-24,Mouse,East,9,Accessories,800,7200,863.22
2025-03-16,Printer,West,9,Office,15000,135000,17758.3
2025-08-05,Headphones,West,7,Electronics,2500,17500,2262.66
2025-10-04,Monitor,South,2,Electronics,12000,24000,4218.22
2025-09-06,Mobile,North,5,Electronics,30000,150000,15058.82
2025-06-13,Keyboard,North,4,Accessories,1500,6000,1415.13
2025-12-23,Mobile,North,8,Electronics,30000,240000,48602.73
2025-07-11,Mouse,North,2,Accessories,800,1600,237.19
2025-08-15,Laptop,West,6,Electronics,55000,330000,35298.81
2025-06-26,Printer,East,5,Office,15000,75000,17245.4
2025-04-09,Laptop,East,2,Electronics,55000,110000,24204.65
2025-02-05,Keyboard,South,1,Accessories,1500,1500,304.04
2025-04-06,Laptop,South,8,Electronics,55000,440000,55511.72
2025-06-01,Laptop,West,2,Electronics,55000,110000,16325.75
2025-05-31,Keyboard,East,7,Accessories,1500,10500,1023.41
2025-07-09,Monitor,East,9,Electronics,12000,108000,12110.77
2025-08-12,Monitor,North,9,Electronics,12000,108000,23016.19
2025-02-06,Keyboard,West,8,Accessories,1500,12000,2418.68
2025-09-25,Printer,West,9,Office,15000,135000,24420.5
2025-07-02,Mouse,North,2,Accessories,800,1600,371.64
2025-01-13,Tablet,West,6,Electronics,22000,132000,23648.5
2025-10-06,Laptop,West,4,Electronics,55000,220000,35064.6
2025-08-05,Printer,South,4,Office,15000,60000,8271.78
2025-12-21,Laptop,East,5,Electronics,55000,275000,65965.97
2025-12-27,Tablet,West,3,Electronics,22000,66000,6208.07
2025-10-13,Mouse,South,1,Accessories,800,800,190.6
2025-09-30,Monitor,East,8,Electronics,12000,96000,21171.98
2025-03-03,Printer,North,5,Office,15000,75000,7656.61
2025-03-25,Headphones,South,3,Electronics,2500,7500,1320.36
2025-08-05,Headphones,South,7,Electronics,2500,17500,3977.98
2025-12-08,Tablet,East,7,Electronics,22000,154000,27289.96
2025-07-06,Headphones,North,1,Electronics,2500,2500,585.56
2025-01-19,Monitor,South,9,Electronics,12000,108000,25953.18
2025-06-26,Tablet,West,2,Electronics,22000,44000,6679.44
2025-04-10,Monitor,West,5,Electronics,12000,60000,8648.6
2025-08-21,Mouse,West,5,Accessories,800,4000,956.7
2025-03-17,Laptop,North,8,Electronics,55000,440000,85700.48
2025-09-22,Mouse,South,8,Accessories,800,6400,638.23
2025-10-11,Mouse,West,7,Accessories,800,5600,488.26
2025-07-25,Monitor,North,7,Electronics,12000,84000,14782.9
2025-08-11,Tablet,West,6,Electronics,22000,132000,31433.04
2025-02-21,Tablet,East,6,Electronics,22000,132000,29504.94
2025-12-05,Headphones,South,9,Electronics,2500,22500,4385.12
2025-05-24,Mobile,South,6,Electronics,30000,180000,18656.94
2025-03-10,Laptop,North,2,Electronics,55000,110000,13554.13
2025-04-09,Monitor,North,2,Electronics,12000,24000,5492.09
2025-01-25,Headphones,South,5,Electronics,2500,12500,1388.47
2025-02-22,Printer,West,4,Office,15000,60000,7640.08
2025-05-31,Mobile,West,2,Electronics,30000,60000,6121.93
2025-05-24,Mobile,East,3,Electronics,30000,90000,17544.46
2025-02-26,Monitor,West,7,Electronics,12000,84000,20200.07
2025-02-08,Keyboard,North,8,Accessories,1500,12000,1508.69
2025-04-19,Laptop,North,6,Electronics,55000,330000,53070.31
2025-06-30,Mobile,West,5,Electronics,30000,150000,28175.66
2025-02-11,Monitor,North,1,Electronics,12000,12000,2998.91
2025-07-05,Monitor,South,8,Electronics,12000,96000,9390.47
2025-08-11,Headphones,South,3,Electronics,2500,7500,1235.68
2025-05-02,Printer,West,6,Office,15000,90000,13092.34
2025-05-13,Keyboard,South,3,Accessories,1500,4500,1022.35
2025-06-12,Laptop,South,7,Electronics,55000,385000,61952.09
2025-08-03,Tablet,East,7,Electronics,22000,154000,15225.39
2025-08-09,Mouse,East,9,Accessories,800,7200,1352.54
2025-08-23,Printer,South,5,Office,15000,75000,15827.45
2025-11-27,Printer,West,8,Office,15000,120000,9658.78
2025-05-26,Headphones,East,8,Electronics,2500,20000,4520.45
2025-08-27,Tablet,North,1,Electronics,22000,22000,2455.73
2025-03-17,Mobile,North,5,Electronics,30000,150000,26077.77
2025-01-09,Mobile,North,3,Electronics,30000,90000,13561.7
2025-03-15,Headphones,West,1,Electronics,2500,2500,505.85
2025-09-10,Monitor,South,4,Electronics,12000,48000,6868.68
2025-08-18,Mobile,North,8,Electronics,30000,240000,54686.34
2025-01-07,Keyboard,West,3,Accessories,1500,4500,918.83
2025-06-23,Laptop,East,2,Electronics,55000,110000,20912.24
2025-05-21,Printer,South,9,Office,15000,135000,29073.72
2025-06-17,Printer,East,5,Office,15000,75000,15613.79
2025-06-19,Keyboard,West,7,Accessories,1500,10500,904.15
2025-10-10,Tablet,North,2,Electronics,22000,44000,6472.61
2025-05-02,Mobile,North,9,Electronics,30000,270000,64324.05
2025-07-13,Printer,West,9,Office,15000,135000,13685.37
2025-01-05,Mouse,North,4,Accessories,800,3200,656.98
2025-01-29,Tablet,South,4,Electronics,22000,88000,21619.89
2025-06-14,Laptop,West,6,Electronics,55000,330000,29328.34
2025-12-05,Laptop,East,6,Electronics,55000,330000,64671.08
2025-05-16,Printer,West,1,Office,15000,15000,2393.79
2025-12-31,Headphones,South,9,Electronics,2500,22500,4015.35
2025-11-17,Tablet,South,2,Electronics,22000,44000,4158.35
2025-12-08,Printer,West,5,Office,15000,75000,6548.34
2025-05-25,Headphones,West,9,Electronics,2500,22500,4350.76
2025-11-23,Printer,North,4,Office,15000,60000,13197.76
2025-08-05,Mouse,South,3,Accessories,800,2400,511.06
2025-10-28,Tablet,West,7,Electronics,22000,154000,26556.83
2025-05-12,Monitor,West,6,Electronics,12000,72000,6982.37
2025-10-19,Laptop,South,8,Electronics,55000,440000,86665.72
2025-03-11,Printer,West,3,Office,15000,45000,5450.45
2025-09-09,Mouse,North,5,Accessories,800,4000,939.53
2025-10-02,Headphones,South,4,Electronics,2500,10000,2225.05
2025-12-30,Headphones,North,4,Electronics,2500,10000,2005.95
2025-07-01,Laptop,North,4,Electronics,55000,220000,53086.84
2025-06-16,Keyboard,North,8,Accessories,1500,12000,1024.1
2025-04-01,Printer,North,6,Office,15000,90000,18463.87
2025-07-21,Tablet,South,3,Electronics,22000,66000,8985.32
2025-12-12,Mobile,North,5,Electronics,30000,150000,35104.68
2025-01-19,Headphones,North,6,Electronics,2500,15000,1880.02
2025-02-08,Tablet,West,5,Electronics,22000,110000,22354.82
2025-05-06,Tablet,South,6,Electronics,22000,132000,30254.4
2025-06-22,Monitor,South,8,Electronics,12000,96000,8359.84
2025-05-21,Tablet,East,7,Electronics,22000,154000,22730.41
2025-08-30,Tablet,South,5,Electronics,22000,110000,23055.18
2025-08-08,Monitor,South,6,Electronics,12000,72000,11328.21
2025-05-06,Headphones,East,4,Electronics,2500,10000,1254.33
2025-02-27,Tablet,South,9,Electronics,22000,198000,23238.65
2025-05-28,Keyboard,South,4,Accessories,1500,6000,614.15
2025-11-13,Keyboard,South,1,Accessories,1500,1500,338.57
2025-12-27,Mouse,South,7,Accessories,800,5600,995.74
2025-01-01,Monitor,East,7,Electronics,12000,84000,7810.78
2025-12-14,Mouse,South,4,Accessories,800,3200,464.12
2025-07-09,Monitor,South,3,Electronics,12000,36000,5130.53
2025-07-10,Printer,East,8,Office,15000,120000,13307.48
2025-11-08,Printer,West,5,Office,15000,75000,11552.72
2025-04-27,Tablet,North,7,Electronics,22000,154000,21014.36
2025-05-14,Mobile,West,4,Electronics,30000,120000,16572.8
2025-02-27,Printer,East,4,Office,15000,60000,12338.07
2025-02-13,Mobile,North,8,Electronics,30000,240000,28309.15
2025-06-22,Printer,East,8,Office,15000,120000,22693.94
2025-06-09,Laptop,East,2,Electronics,55000,110000,19471.15
2025-06-22,Printer,South,2,Office,15000,30000,5297.27
2025-11-13,Mouse,North,3,Accessories,800,2400,462.51
2025-10-30,Headphones,South,3,Electronics,2500,7500,1299.19
2025-05-29,Tablet,North,1,Electronics,22000,22000,5048.41
2025-03-21,Mouse,East,3,Accessories,800,2400,467.64
2025-08-01,Headphones,East,6,Electronics,2500,15000,2594.76
2025-07-22,Keyboard,West,8,Accessories,1500,12000,2652.72
2025-09-09,Mouse,North,6,Accessories,800,4800,878.62
2025-08-17,Keyboard,South,5,Accessories,1500,7500,971.21
2025-06-13,Mobile,West,4,Electronics,30000,120000,13824.74
2025-08-15,Mobile,West,3,Electronics,30000,90000,9530.62
2025-05-27,Laptop,West,4,Electronics,55000,220000,51239.62
2025-01-20,Printer,South,7,Office,15000,105000,21075.92
2025-02-16,Mouse,West,1,Accessories,800,800,191.48
2025-08-21,Keyboard,South,7,Accessories,1500,10500,1916.88
2025-11-01,Headphones,West,1,Electronics,2500,2500,401.2
2025-01-14,Mobile,South,2,Electronics,30000,60000,5409.11
2025-05-23,Printer,East,4,Office,15000,60000,11650.75
2025-01-01,Mobile,East,1,Electronics,30000,30000,5369.26
2025-02-23,Headphones,East,9,Electronics,2500,22500,5587.55
2025-09-16,Printer,East,6,Office,15000,90000,10859.13
2025-05-24,Printer,East,1,Office,15000,15000,2553.38
2025-01-12,Keyboard,West,1,Accessories,1500,1500,285.99
2025-11-26,Keyboard,West,6,Accessories,1500,9000,1706.22
2025-08-12,Mouse,West,4,Accessories,800,3200,561.34
2025-09-29,Mouse,South,4,Accessories,800,3200,678.65
2025-12-24,Monitor,South,6,Electronics,12000,72000,8268.97
2025-06-05,Tablet,South,7,Electronics,22000,154000,31316.92
2025-01-08,Monitor,South,9,Electronics,12000,108000,20018.33
2025-05-02,Laptop,East,5,Electronics,55000,275000,63891.51
2025-12-14,Mobile,East,9,Electronics,30000,270000,60486.22
2025-06-13,Mouse,East,4,Accessories,800,3200,427.44
2025-03-31,Keyboard,North,2,Accessories,1500,3000,380.88
2025-05-16,Headphones,West,3,Electronics,2500,7500,1851.61
2025-07-05,Keyboard,South,1,Accessories,1500,1500,254.45
2025-11-12,Mobile,South,6,Electronics,30000,180000,42136.48
2025-06-27,Monitor,East,6,Electronics,12000,72000,7765.9
2025-01-28,Keyboard,South,1,Accessories,1500,1500,283.92
2025-08-08,Tablet,South,3,Electronics,22000,66000,14366.63
2025-12-23,Laptop,West,5,Electronics,55000,275000,66290.73
2025-02-10,Mobile,East,3,Electronics,30000,90000,12361.3
2025-08-16,Monitor,West,3,Electronics,12000,36000,7316.88
2025-07-11,Tablet,North,3,Electronics,22000,66000,11325.48
2025-05-25,Headphones,North,5,Electronics,2500,12500,1128.84
2025-07-20,Monitor,North,5,Electronics,12000,60000,11838.0
2025-07-31,Printer,East,4,Office,15000,60000,11838.98
2025-08-08,Tablet,South,1,Electronics,22000,22000,5240.47
2025-08-28,Tablet,East,5,Electronics,22000,110000,18099.74
2025-02-15,Laptop,East,5,Electronics,55000,275000,32764.23
2025-02-04,Mobile,South,4,Electronics,30000,120000,10509.1
2025-09-10,Headphones,West,6,Electronics,2500,15000,2259.89
2025-03-23,Laptop,North,4,Electronics,55000,220000,28891.68
2025-09-13,Monitor,West,7,Electronics,12000,84000,17588.34
2025-07-16,Laptop,North,7,Electronics,55000,385000,53986.83
2025-10-30,Tablet,East,2,Electronics,22000,44000,10619.05
2025-01-10,Mobile,North,3,Electronics,30000,90000,21923.35
2025-11-08,Mouse,East,1,Accessories,800,800,148.44
2025-10-13,Laptop,West,8,Electronics,55000,440000,104663.79
2025-08-30,Printer,East,9,Office,15000,135000,28261.61
2025-09-08,Laptop,West,4,Electronics,55000,220000,38052.55
2025-12-31,Monitor,South,6,Electronics,12000,72000,7966.97
2025-01-05,Monitor,South,9,Electronics,12000,108000,17059.86
2025-04-29,Headphones,South,6,Electronics,2500,15000,2630.23
2025-10-16,Monitor,East,9,Electronics,12000,108000,24502.33
2025-03-06,Keyboard,South,4,Accessories,1500,6000,970.96
2025-05-26,Mobile,North,8,Electronics,30000,240000,55825.13
2025-08-12,Mobile,West,9,Electronics,30000,270000,52552.62
2025-08-27,Mouse,West,4,Accessories,800,3200,330.53
2025-06-26,Mouse,North,5,Accessories,800,4000,996.59
2025-09-24,Mobile,East,8,Electronics,30000,240000,40711.09
2025-12-07,Printer,East,6,Office,15000,90000,13195.43
2025-10-09,Mouse,West,7,Accessories,800,5600,1075.48
2025-03-04,Headphones,South,3,Electronics,2500,7500,738.84
2025-08-05,Monitor,East,7,Electronics,12000,84000,15809.77
2025-12-08,Mobile,East,8,Electronics,30000,240000,39528.03
2025-11-11,Tablet,North,6,Electronics,22000,132000,19685.77
2025-10-10,Mouse,North,9,Accessories,800,7200,1742.5
2025-06-26,Mobile,South,6,Electronics,30000,180000,30389.72
2025-04-08,Keyboard,East,9,Accessories,1500,13500,1582.87
2025-04-15,Laptop,East,4,Electronics,55000,220000,34765.23
2025-04-09,Monitor,North,8,Electronics,12000,96000,22684.4
2025-11-07,Mobile,East,4,Electronics,30000,120000,13192.35
2025-01-06,Laptop,West,2,Electronics,55000,110000,12801.0
2025-07-16,Mouse,North,9,Accessories,800,7200,591.95
2025-12-17,Laptop,South,5,Electronics,55000,275000,22663.38
2025-05-13,Monitor,North,4,Electronics,12000,48000,10607.84
2025-12-24,Mobile,East,2,Electronics,30000,60000,12267.65
2025-09-16,Keyboard,South,1,Accessories,1500,1500,210.54
2025-01-23,Printer,North,7,Office,15000,105000,20864.85
2025-02-22,Mouse,West,6,Accessories,800,4800,706.49
2025-06-14,Mobile,West,2,Electronics,30000,60000,14519.55
2025-07-21,Monitor,North,8,Electronics,12000,96000,23462.3
2025-03-24,Mouse,West,4,Accessories,800,3200,469.68
2025-05-25,Headphones,West,8,Electronics,2500,20000,4504.35
2025-03-26,Laptop,West,7,Electronics,55000,385000,81398.68
2025-03-19,Printer,South,5,Office,15000,75000,9952.5
2025-01-01,Monitor,West,8,Electronics,12000,96000,11466.89
2025-02-20,Headphones,West,9,Electronics,2500,22500,3552.75
2025-06-22,Tablet,West,5,Electronics,22000,110000,23411.22
2025-07-24,Mobile,South,5,Electronics,30000,150000,36484.28
2025-09-17,Keyboard,North,2,Accessories,1500,3000,629.43
2025-10-15,Mouse,East,5,Accessories,800,4000,901.54
2025-02-03,Laptop,West,3,Electronics,55000,165000,30115.95
2025-12-14,Mouse,North,7,Accessories,800,5600,1243.31
2025-04-05,Printer,West,5,Office,15000,75000,16001.37
2025-03-13,Mobile,South,8,Electronics,30000,240000,34581.01
2025-02-08,Mouse,North,1,Accessories,800,800,139.07
2025-06-03,Laptop,South,3,Electronics,55000,165000,35773.33
2025-09-07,Mobile,West,3,Electronics,30000,90000,7904.67
2025-06-11,Mouse,West,9,Accessories,800,7200,1565.09
2025-04-28,Keyboard,South,5,Accessories,1500,7500,826.81
2025-09-16,Monitor,East,9,Electronics,12000,108000,18089.59
2025-11-02,Mobile,South,9,Electronics,30000,270000,58699.84
2025-09-25,Monitor,West,1,Electronics,12000,12000,1477.79
2025-02-23,Tablet,South,2,Electronics,22000,44000,5358.64
2025-08-24,Mobile,East,5,Electronics,30000,150000,22270.49
2025-08-10,Keyboard,South,4,Accessories,1500,6000,1392.54
2025-09-08,Monitor,East,9,Electronics,12000,108000,8648.13
2025-11-09,Headphones,East,7,Electronics,2500,17500,4081.61
2025-04-22,Laptop,South,6,Electronics,55000,330000,35028.57
2025-09-12,Headphones,South,7,Electronics,2500,17500,4345.51
2025-10-30,Mouse,North,1,Accessories,800,800,193.86
2025-07-26,Keyboard,West,1,Accessories,1500,1500,246.14
2025-08-17,Headphones,East,8,Electronics,2500,20000,3343.25
2025-12-07,Mobile,North,2,Electronics,30000,60000,9711.8
2025-03-07,Mouse,South,9,Accessories,800,7200,1353.78
2025-03-16,Mouse,West,7,Accessories,800,5600,534.37
2025-04-13,Headphones,North,6,Electronics,2500,15000,1283.18
2025-07-11,Tablet,East,1,Electronics,22000,22000,1975.81
2025-09-09,Headphones,North,1,Electronics,2500,2500,388.86
2025-08-14,Tablet,East,2,Electronics,22000,44000,5581.1
2025-10-21,Keyboard,South,6,Accessories,1500,9000,1671.72
2025-11-02,Laptop,West,6,Electronics,55000,330000,82076.01
2025-04-08,Headphones,West,2,Electronics,2500,5000,728.37
2025-12-04,Printer,West,1,Office,15000,15000,2663.3
2025-10-13,Tablet,South,5,Electronics,22000,110000,16571.79
2025-12-01,Headphones,East,5,Electronics,2500,12500,2800.45
2025-12-13,Monitor,South,2,Electronics,12000,24000,5601.12
2025-11-04,Mobile,West,6,Electronics,30000,180000,41247.08
2025-09-06,Printer,South,9,Office,15000,135000,33161.84
2025-06-15,Printer,South,2,Office,15000,30000,2540.35
